OTU	r	p	c	o	f	g	s
OTU14414	root	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	CALLZL01	CALLZL01_sp937859575
OTU14415	root	Chloroflexota	Chloroflexia	54-19	54-19	54-19	NA
OTU14416	root	Chloroflexota	UBA6077	UBA6077	SHYK01	NA	NA
OTU14417	root	Chloroflexota	UBA5177	UBA5177	UBA5177	JANWJD01	JANWJD01_sp025449555
OTU14418	root	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Paenactinomyces	Paenactinomyces_guangxiensis
OTU14419	root	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_xylanexedens_A
OTU14420	root	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_cookii
OTU14421	root	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A	Paenibacillus_A_woosongensis_A
OTU14422	root	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus_glycanilyticus_A
OTU14423	root	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	Cohnella_xylanilytica
OTU14424	root	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	MSJ-34	MSJ-34_sp018918005
OTU14425	root	Bacillota	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_E	Paenibacillus_E_qinlingensis
OTU14426	root	Bacillota	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_S	Paenibacillus_S_sp001956045
OTU14427	root	Bacillota	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_AA	Paenibacillus_AA_koleovorans
OTU14428	root	Bacillota	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Neobacillus_fumarioli
OTU14429	root	Bacillota	Bacilli	Bacillales_B	DSM-1321	Peribacillus	Peribacillus_sp014844095
OTU14430	root	Bacillota	Bacilli	Bacillales_B	JARBTR01	JARBTR01	JARBTR01_sp029240105
OTU14431	root	Bacillota	Bacilli	Bacillales_B	DSM-23947	Oikeobacillus	Oikeobacillus_pervagus
OTU14432	root	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Thermolongibacillus	Thermolongibacillus_altinsuensis
OTU14433	root	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus_flavithermus
OTU14434	root	Bacillota	Bacilli	Bacillales	Bacillaceae_L	Bacillus_BV	NA
OTU14435	root	Bacillota	Bacilli	Bacillales_A	Planococcaceae	Sporosarcina	Sporosarcina_gallistercoris
OTU14436	root	Bacillota	Bacilli	Bacillales_A	Planococcaceae	Planococcus	Planococcus_sp020023385
OTU14437	root	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	NA	NA
OTU14438	root	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A	Exiguobacterium_A_sp902363455
OTU14439	root	Bacillota	Bacilli	Brevibacillales	Brevibacillaceae	NA	NA
OTU14440	root	Bacillota	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus_agri
OTU14441	root	Bacillota	Bacilli	Calditerricolales	Calditerricolaceae	Calditerricola	NA
OTU14442	root	Bacillota	Bacilli	Aneurinibacillales	RAOX-1	Ammoniphilus_A	Ammoniphilus_A_resinae
OTU14443	root	Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	NA	NA
OTU14444	root	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum
OTU14445	root	Bacillota	Bacilli	MOL361	Turicibacteraceae	Turicibacter	Turicibacter_sp017888305
OTU14446	root	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315	Palsa-1315_sp005800255
OTU14447	root	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira_D	Nitrospira_D_sp025934915
OTU14448	root	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira_D	Nitrospira_D_sp002331335
OTU14449	root	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	NS-7	NA
OTU14450	root	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	SYGV01	NA
OTU14451	root	Nitrospirota	Nitrospiria	Nitrospirales	NS-4	NS-4	NS-4_sp005877815
OTU14452	root	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_groenlandica
OTU14453	root	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231	Fen-1231_sp031127185
OTU14454	root	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233_sp016720805
OTU14455	root	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233_sp016704275
OTU14456	root	Desulfobacterota_B	Binatia	UBA9968	UBA9968	2-12-FULL-57-22	2-12-FULL-57-22_sp016180805
OTU14457	root	Desulfobacterota_B	Binatia	DP-6	DP-6	JAHCID01	JAHCID01_sp026129405
OTU14458	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp022869825
OTU14459	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_cibarium
OTU14460	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_AM	Clostridium_AM_scatologenes
OTU14461	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_B	Clostridium_B_algifaecis
OTU14462	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	JAJXYA01	JAJXYA01_sp021780795
OTU14463	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_AK	Clostridium_AK_peptidivorans
OTU14464	root	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	CALJTN01	CALJTN01_sp937976175
OTU14465	root	Bacillota_A	Clostridia	Acetivibrionales	DTU013	DTU013	DTU013_sp023435305
OTU14466	root	Bacillota_A	Clostridia	Acetivibrionales	DTU013	MnB-11	MnB-11_sp023433505
OTU14467	root	Bacillota_A	Clostridia	Acetivibrionales	DTU013	JAEYOM01	NA
OTU14468	root	Bacillota_A	Clostridia	Acetivibrionales	DTU013	JAAYBT01	JAAYBT01_sp023435745
OTU14469	root	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp023439125
OTU14470	root	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus_sp016297325
OTU14471	root	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	DUPP01	DUPP01_sp012838265
OTU14472	root	Bacillota_A	Clostridia	Peptostreptococcales	Thermotaleaceae	Anaerosolibacter	Anaerosolibacter_carboniphilus
OTU14473	root	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caproiciproducens	Caproiciproducens_sp023397245
OTU14474	root	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caproiciproducens	Caproiciproducens_faecalis
OTU14475	root	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
OTU14476	root	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_sp024403825
OTU14477	root	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus_sp947176765
OTU14478	root	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus_sp938014855
OTU14479	root	Bacillota_A	Clostridia	Christensenellales	CAG-138	JAEYLA01	JAEYLA01_sp023409435
OTU14480	root	Bacillota_A	Clostridia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium	NA
OTU14481	root	Bacillota_A	Clostridia	TANB77	CAG-508	NA	NA
OTU14482	root	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
OTU14483	root	Bacillota_A	Clostridia	Saccharofermentanales	UBA5734	UBA8949	UBA8949_sp003532195
OTU14484	root	Bacillota_A	Thermoanaerobacteria	Thermoanaerobacterales	UBA4877	JASEJQ01	JASEJQ01_sp030016635
OTU14485	root	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	NA	NA
OTU14486	root	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomonas	Geomonas_sp003490025
OTU14487	root	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	BM103	VAUL01	NA
OTU14488	root	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_sp903842475
OTU14489	root	Desulfobacterota	Desulfobacteria	Desulfobacterales	DYRK01	DYRK01	DYRK01_sp020718785
OTU14490	root	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	NA	NA	NA
OTU14491	root	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	SbD1	NA
OTU14492	root	Bacillota_G	Limnochordia	DTU080	NA	NA	NA
OTU14493	root	Bacillota_G	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Limnochorda_pilosa
OTU14494	root	Bacillota_G	UBA4882	UBA8346	UBA8346	Hydrogenispora	NA
